,id,item_id,dept_id,cat_id,store_id,state_id,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28
6972,HOUSEHOLD_1_316_CA_3_validation,HOUSEHOLD_1_316,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,1,1,1,2,1,1,0,0,0,4,3,2,0,2,0,2,1,2,0,0,0,1,1,2,1,0,1,0
6973,HOUSEHOLD_1_317_CA_3_validation,HOUSEHOLD_1_317,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6974,HOUSEHOLD_1_318_CA_3_validation,HOUSEHOLD_1_318,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6975,HOUSEHOLD_1_319_CA_3_validation,HOUSEHOLD_1_319,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,1,1,6,6,0,0,4,6,3,0,0,0,7,6,4,7,4,7,7,4,1,7,6,4,8,4,9,6
6976,HOUSEHOLD_1_320_CA_3_validation,HOUSEHOLD_1_320,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6977,HOUSEHOLD_1_321_CA_3_validation,HOUSEHOLD_1_321,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,5,0,3,5,0,0,7,1,1,5,7,1,2,6,6,6,7,2,3,3,5,6,6,0,5,2,5,4
6978,HOUSEHOLD_1_322_CA_3_validation,HOUSEHOLD_1_322,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6979,HOUSEHOLD_1_323_CA_3_validation,HOUSEHOLD_1_323,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6980,HOUSEHOLD_1_324_CA_3_validation,HOUSEHOLD_1_324,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,1,2,4,1,3,3,5,3,7,4,2,6,2,3,9,6,2,2,4,5,3,6,11,11,1,0,0,3
6981,HOUSEHOLD_1_325_CA_3_validation,HOUSEHOLD_1_325,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,2,0,1,0,0,1,1,0,2,0,2,0,3,0,1,0,0,1,0,2,3,4,0,0,0,0,0
6982,HOUSEHOLD_1_326_CA_3_validation,HOUSEHOLD_1_326,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,8,3,0,1,2,1,1,0,3,3,4,0,0,0,2,1,2,1,0,0,4,1,0,1,3,1,1,4
6983,HOUSEHOLD_1_327_CA_3_validation,HOUSEHOLD_1_327,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6984,HOUSEHOLD_1_328_CA_3_validation,HOUSEHOLD_1_328,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6985,HOUSEHOLD_1_329_CA_3_validation,HOUSEHOLD_1_329,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6986,HOUSEHOLD_1_330_CA_3_validation,HOUSEHOLD_1_330,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6987,HOUSEHOLD_1_331_CA_3_validation,HOUSEHOLD_1_331,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,6,5,1,4,3,1,3,11,6,4,4,2,8,2,12,7,8,6,3,10,3,8,4,4,3,3,3,1
6988,HOUSEHOLD_1_332_CA_3_validation,HOUSEHOLD_1_332,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6989,HOUSEHOLD_1_333_CA_3_validation,HOUSEHOLD_1_333,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,7,3,4,3,4,3,3,8,6,3,0,0,3,3,2,2,3,6,1,2,3,5,3,6,3,3,1,2
6990,HOUSEHOLD_1_334_CA_3_validation,HOUSEHOLD_1_334,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6991,HOUSEHOLD_1_335_CA_3_validation,HOUSEHOLD_1_335,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6992,HOUSEHOLD_1_336_CA_3_validation,HOUSEHOLD_1_336,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6993,HOUSEHOLD_1_337_CA_3_validation,HOUSEHOLD_1_337,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6994,HOUSEHOLD_1_338_CA_3_validation,HOUSEHOLD_1_338,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6995,HOUSEHOLD_1_339_CA_3_validation,HOUSEHOLD_1_339,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6996,HOUSEHOLD_1_340_CA_3_validation,HOUSEHOLD_1_340,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,1,1,3,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0
6997,HOUSEHOLD_1_341_CA_3_validation,HOUSEHOLD_1_341,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6998,HOUSEHOLD_1_342_CA_3_validation,HOUSEHOLD_1_342,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6999,HOUSEHOLD_1_343_CA_3_validation,HOUSEHOLD_1_343,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,4,0,0,0,0,0,0,0,2,0,0,2,2,3,2,3,2,6,10,1,2,11,9,4,6,2,2,2
7000,HOUSEHOLD_1_344_CA_3_validation,HOUSEHOLD_1_344,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,3,8,0,5,5,3,5,3,7,5,9,3,4,0,0,0,0,0,2,1,3,5,7,2,4,0,3,9
7001,HOUSEHOLD_1_345_CA_3_validation,HOUSEHOLD_1_345,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,1,3,1,1,1,0,2,1,1,0,1,2,0,0,0,1,1,1,0,0,0,2,2,1,3,1,1
7002,HOUSEHOLD_1_346_CA_3_validation,HOUSEHOLD_1_346,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7003,HOUSEHOLD_1_347_CA_3_validation,HOUSEHOLD_1_347,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,1,2,2,2,2,1,3,3,2,2,1,3,2,1,2,2,0,4,5,0,1,5,4,2,0,1,6,3
7004,HOUSEHOLD_1_348_CA_3_validation,HOUSEHOLD_1_348,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7005,HOUSEHOLD_1_349_CA_3_validation,HOUSEHOLD_1_349,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7006,HOUSEHOLD_1_350_CA_3_validation,HOUSEHOLD_1_350,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7007,HOUSEHOLD_1_351_CA_3_validation,HOUSEHOLD_1_351,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7008,HOUSEHOLD_1_353_CA_3_validation,HOUSEHOLD_1_353,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7009,HOUSEHOLD_1_354_CA_3_validation,HOUSEHOLD_1_354,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,8,5,8,0,7,0,0,8,7,7,0,0,0,0,8,9,5,1,1,0,4,10,9,0,0,0,0,4
7010,HOUSEHOLD_1_355_CA_3_validation,HOUSEHOLD_1_355,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7011,HOUSEHOLD_1_356_CA_3_validation,HOUSEHOLD_1_356,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7012,HOUSEHOLD_1_357_CA_3_validation,HOUSEHOLD_1_357,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,13,5,5,2,3,0,3,7,1,8,4,5,10,2,10,9,3,2,7,2,6,5,18,8,5,4,4,2
7013,HOUSEHOLD_1_358_CA_3_validation,HOUSEHOLD_1_358,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7014,HOUSEHOLD_1_359_CA_3_validation,HOUSEHOLD_1_359,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7015,HOUSEHOLD_1_360_CA_3_validation,HOUSEHOLD_1_360,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2,0,1,1,1,0,1,0,2,2,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0
7016,HOUSEHOLD_1_361_CA_3_validation,HOUSEHOLD_1_361,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7017,HOUSEHOLD_1_362_CA_3_validation,HOUSEHOLD_1_362,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,1,2,1,1,0,0,1,0,0,3,0,0,0,2,1,0,0,1,0,2,0,1,2,1,2,2,0,0
7018,HOUSEHOLD_1_363_CA_3_validation,HOUSEHOLD_1_363,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7019,HOUSEHOLD_1_364_CA_3_validation,HOUSEHOLD_1_364,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,1,1,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7020,HOUSEHOLD_1_365_CA_3_validation,HOUSEHOLD_1_365,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,1,4,0,2,2,1,0,1,4,2,0,0,0,2,2,2,0,0,3,2,1,4,1,3,0,1,0,2
7021,HOUSEHOLD_1_366_CA_3_validation,HOUSEHOLD_1_366,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7022,HOUSEHOLD_1_367_CA_3_validation,HOUSEHOLD_1_367,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7023,HOUSEHOLD_1_368_CA_3_validation,HOUSEHOLD_1_368,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
7024,HOUSEHOLD_1_369_CA_3_validation,HOUSEHOLD_1_369,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7025,HOUSEHOLD_1_370_CA_3_validation,HOUSEHOLD_1_370,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,3,0,3,6,1,1,4,3,1,3,2,1,2,0,2,4,0,0,3,0,3,2,5,4,1,2,2
7026,HOUSEHOLD_1_371_CA_3_validation,HOUSEHOLD_1_371,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7027,HOUSEHOLD_1_372_CA_3_validation,HOUSEHOLD_1_372,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,4,3,3,3,2,3,1,3,4,3,0,4,4,2,6,5,0,6,1,2,2,5,2,0,3,3,9,4
7028,HOUSEHOLD_1_373_CA_3_validation,HOUSEHOLD_1_373,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,11,9,1,0,0,6,3,10,11,7,12,11,0,14,24,12,6,8,14,6,5,12,16,17,5,10,17,13
7029,HOUSEHOLD_1_374_CA_3_validation,HOUSEHOLD_1_374,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,3,0,0,1,2,0,0,0,0,0,0,1,1,3,0,0,2,0,1,0,1,1,0,1,2,2,0,1
7030,HOUSEHOLD_1_375_CA_3_validation,HOUSEHOLD_1_375,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,3,1,0,1,0,0
7031,HOUSEHOLD_1_376_CA_3_validation,HOUSEHOLD_1_376,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,1,0,2,2,1,2,1,3,3,2,0,0,1,5,0,0,0,2,2,3,2,2,1,1,3,5,3,6
7032,HOUSEHOLD_1_377_CA_3_validation,HOUSEHOLD_1_377,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1
7033,HOUSEHOLD_1_378_CA_3_validation,HOUSEHOLD_1_378,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7034,HOUSEHOLD_1_379_CA_3_validation,HOUSEHOLD_1_379,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,6,4,2,1,1,3,0,5,1,0,0,2,2,5,2,3,1,0,0,0,0,0,2,1,4,20,0,0
7035,HOUSEHOLD_1_380_CA_3_validation,HOUSEHOLD_1_380,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7036,HOUSEHOLD_1_381_CA_3_validation,HOUSEHOLD_1_381,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,3,0,1,3,4,0,0,0,0,1,4,0,4,0,2,1,1,2,4,1,2,0,1,1,1
7037,HOUSEHOLD_1_382_CA_3_validation,HOUSEHOLD_1_382,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7038,HOUSEHOLD_1_383_CA_3_validation,HOUSEHOLD_1_383,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7039,HOUSEHOLD_1_384_CA_3_validation,HOUSEHOLD_1_384,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7040,HOUSEHOLD_1_385_CA_3_validation,HOUSEHOLD_1_385,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7041,HOUSEHOLD_1_386_CA_3_validation,HOUSEHOLD_1_386,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7042,HOUSEHOLD_1_387_CA_3_validation,HOUSEHOLD_1_387,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,12,16,7,7,4,5,7,13,15,4,5,5,8,9,13,11,2,6,4,4,5,5,8,9,8,7,7,3
7043,HOUSEHOLD_1_388_CA_3_validation,HOUSEHOLD_1_388,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7044,HOUSEHOLD_1_389_CA_3_validation,HOUSEHOLD_1_389,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,1,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,2,6,3,0,1
7045,HOUSEHOLD_1_390_CA_3_validation,HOUSEHOLD_1_390,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7046,HOUSEHOLD_1_393_CA_3_validation,HOUSEHOLD_1_393,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7047,HOUSEHOLD_1_394_CA_3_validation,HOUSEHOLD_1_394,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7048,HOUSEHOLD_1_395_CA_3_validation,HOUSEHOLD_1_395,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,6,4,0,1,1,4,4,5,2,5,3,3,5,2,2,4,4,7,1,5,0,5,7,2,2,3,4,0
7049,HOUSEHOLD_1_396_CA_3_validation,HOUSEHOLD_1_396,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7050,HOUSEHOLD_1_397_CA_3_validation,HOUSEHOLD_1_397,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,3,4,2,10,3,2,2,2,6,8,0,5,2,0,8,0,2,5,1,1,1,5,5,7,0,3,3,3
7051,HOUSEHOLD_1_398_CA_3_validation,HOUSEHOLD_1_398,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7052,HOUSEHOLD_1_399_CA_3_validation,HOUSEHOLD_1_399,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7053,HOUSEHOLD_1_400_CA_3_validation,HOUSEHOLD_1_400,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7054,HOUSEHOLD_1_401_CA_3_validation,HOUSEHOLD_1_401,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,1,2,1,0,0,0,0,0,2,0,0,2,0,1,2,0,0,0,2,1,0,1,3,1,0,0,0,0
7055,HOUSEHOLD_1_402_CA_3_validation,HOUSEHOLD_1_402,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7056,HOUSEHOLD_1_403_CA_3_validation,HOUSEHOLD_1_403,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7057,HOUSEHOLD_1_404_CA_3_validation,HOUSEHOLD_1_404,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7058,HOUSEHOLD_1_405_CA_3_validation,HOUSEHOLD_1_405,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7059,HOUSEHOLD_1_406_CA_3_validation,HOUSEHOLD_1_406,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7060,HOUSEHOLD_1_407_CA_3_validation,HOUSEHOLD_1_407,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7061,HOUSEHOLD_1_408_CA_3_validation,HOUSEHOLD_1_408,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,3,3,1,3,1,2,4,7,9,10,1,0,7,3,1,6,1,5,4,2,2,4,7,5,0,3,5,4
7062,HOUSEHOLD_1_409_CA_3_validation,HOUSEHOLD_1_409,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7063,HOUSEHOLD_1_410_CA_3_validation,HOUSEHOLD_1_410,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,8,0,0,10,6,8,7,1,8,14,11,5,7
7064,HOUSEHOLD_1_411_CA_3_validation,HOUSEHOLD_1_411,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7065,HOUSEHOLD_1_412_CA_3_validation,HOUSEHOLD_1_412,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7066,HOUSEHOLD_1_413_CA_3_validation,HOUSEHOLD_1_413,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7067,HOUSEHOLD_1_414_CA_3_validation,HOUSEHOLD_1_414,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7068,HOUSEHOLD_1_415_CA_3_validation,HOUSEHOLD_1_415,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7069,HOUSEHOLD_1_416_CA_3_validation,HOUSEHOLD_1_416,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,4,6,2,9,9,7,4,1,0,0,0,0,0,11,6,6,11,1,0,0,0,0,0,8,6,4,1,5
7070,HOUSEHOLD_1_417_CA_3_validation,HOUSEHOLD_1_417,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,1,2,0,1,3,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,2,2,0,2,1,1,1,0
7071,HOUSEHOLD_1_418_CA_3_validation,HOUSEHOLD_1_418,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7072,HOUSEHOLD_1_419_CA_3_validation,HOUSEHOLD_1_419,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7073,HOUSEHOLD_1_420_CA_3_validation,HOUSEHOLD_1_420,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7074,HOUSEHOLD_1_421_CA_3_validation,HOUSEHOLD_1_421,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7075,HOUSEHOLD_1_422_CA_3_validation,HOUSEHOLD_1_422,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7076,HOUSEHOLD_1_423_CA_3_validation,HOUSEHOLD_1_423,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7077,HOUSEHOLD_1_424_CA_3_validation,HOUSEHOLD_1_424,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7078,HOUSEHOLD_1_425_CA_3_validation,HOUSEHOLD_1_425,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,4,3,14,0,0,3,7,5,4,8,2,4,5,9,3,12,7,3,7,2,4,4,6,3,6,3,2,1
7079,HOUSEHOLD_1_426_CA_3_validation,HOUSEHOLD_1_426,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7080,HOUSEHOLD_1_427_CA_3_validation,HOUSEHOLD_1_427,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7081,HOUSEHOLD_1_428_CA_3_validation,HOUSEHOLD_1_428,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,4,2,1,0,1,0,1,1,1,2,1,1,1,0,1,1,0,0,2,1,1,2,2,2,2,1,4,3
