id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
FOODS_2_352_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_352_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_352_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_352_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_352_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_352_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_352_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_352_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_352_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_353_CA_1_validation,7,4,1,2,3,7,5,5,1,1,5,5,8,3,5,10,0,11,3,2,2,0,2,3,2,0,3,3
FOODS_2_353_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_353_CA_3_validation,2,0,0,0,1,0,1,0,3,0,2,2,1,0,2,4,0,1,1,0,2,0,3,1,0,1,0,1
FOODS_2_353_CA_4_validation,0,0,7,2,1,2,0,0,0,0,1,3,0,1,1,0,8,0,2,0,3,0,1,3,2,1,1,1
FOODS_2_353_TX_1_validation,0,0,0,0,0,2,1,0,0,2,0,1,1,0,0,1,0,1,0,2,0,0,2,2,0,0,0,0
FOODS_2_353_TX_2_validation,1,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,4,0,0,2,0
FOODS_2_353_TX_3_validation,0,4,2,0,0,1,0,0,2,0,3,2,0,0,0,0,2,0,0,1,0,1,1,0,2,0,0,2
FOODS_2_353_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_353_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_353_WI_3_validation,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,2,6,2,2,0,4,0,1,1
FOODS_2_354_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_354_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_354_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_354_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_354_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_354_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_354_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_354_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_354_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_354_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_355_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_355_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_355_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_355_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_355_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_355_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_355_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_355_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_355_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_355_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_356_CA_1_validation,2,5,4,4,0,5,0,11,3,0,3,1,0,0,2,2,4,4,1,1,7,2,6,0,0,0,1,0
FOODS_2_356_CA_2_validation,2,3,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_356_CA_3_validation,6,3,1,3,3,0,2,2,5,5,0,3,2,0,3,4,1,1,2,2,1,4,4,5,3,3,1,1
FOODS_2_356_CA_4_validation,1,0,1,0,2,1,3,1,7,1,1,0,5,1,2,2,2,3,3,1,0,2,2,2,3,1,2,2
FOODS_2_356_TX_1_validation,2,0,2,0,0,3,0,1,2,4,0,0,0,0,1,1,0,3,0,0,0,1,1,2,0,0,0,0
FOODS_2_356_TX_2_validation,0,0,1,2,1,5,1,5,3,1,1,3,2,3,3,2,3,3,0,0,0,0,3,1,3,0,3,0
FOODS_2_356_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_356_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_356_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_356_WI_3_validation,2,2,1,2,0,4,0,1,2,1,1,0,1,1,2,4,8,7,0,2,1,2,2,1,0,0,3,1
FOODS_2_357_CA_1_validation,2,5,3,5,1,0,3,5,3,2,1,5,0,1,1,8,4,2,1,1,3,4,7,2,3,1,2,4
FOODS_2_357_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_357_CA_3_validation,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,0,3,1,0,4,3
FOODS_2_357_CA_4_validation,3,0,1,2,0,1,1,1,0,0,2,0,1,0,1,1,0,1,2,2,0,2,3,1,2,2,1,2
FOODS_2_357_TX_1_validation,3,3,0,3,0,7,3,7,4,4,3,0,2,2,9,3,3,5,3,1,6,5,0,3,3,0,3,10
FOODS_2_357_TX_2_validation,2,0,2,0,1,2,2,10,0,0,1,4,1,7,0,2,1,1,0,0,0,1,3,2,0,4,1,0
FOODS_2_357_TX_3_validation,2,0,1,4,4,2,0,0,0,5,4,4,0,0,0,2,3,3,6,2,3,1,3,1,2,1,0,0
FOODS_2_357_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_357_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_357_WI_3_validation,1,3,2,1,5,9,10,12,12,0,10,9,2,5,5,7,5,3,2,2,3,2,2,0,0,0,2,0
FOODS_2_358_CA_1_validation,0,0,4,0,1,1,2,0,6,0,0,3,0,0,1,2,1,1,0,0,2,0,1,3,1,0,0,0
FOODS_2_358_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_358_CA_3_validation,0,1,0,0,0,0,1,2,2,1,1,0,2,0,0,0,0,0,0,2,2,1,1,4,1,2,3,0
FOODS_2_358_CA_4_validation,0,0,2,1,2,0,0,1,0,2,1,2,0,0,1,0,1,0,2,2,0,1,0,1,0,2,0,2
FOODS_2_358_TX_1_validation,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
FOODS_2_358_TX_2_validation,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,2,3,4,0,1,1,1,1,1,0,0,1,0
FOODS_2_358_TX_3_validation,0,1,2,0,2,2,1,3,3,2,0,1,0,0,1,5,1,0,2,0,1,0,2,0,0,3,0,0
FOODS_2_358_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_358_WI_2_validation,0,1,1,1,1,0,1,0,2,1,2,2,1,1,1,3,5,2,1,0,3,2,3,1,0,4,0,2
FOODS_2_358_WI_3_validation,8,0,0,0,0,3,2,0,0,2,1,0,0,2,0,5,0,0,1,1,0,2,3,0,2,2,1,0
FOODS_2_359_CA_1_validation,2,3,5,2,2,2,8,7,0,1,2,5,3,0,1,0,4,0,0,5,1,10,2,2,0,3,1,3
FOODS_2_359_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_359_CA_3_validation,1,3,0,2,5,3,4,5,7,4,2,1,2,1,2,3,2,2,2,0,3,6,2,1,1,2,0,3
FOODS_2_359_CA_4_validation,1,2,0,0,1,0,4,7,3,3,5,1,0,2,0,2,0,1,2,1,1,2,0,1,3,0,2,2
FOODS_2_359_TX_1_validation,0,0,0,0,0,2,0,1,0,0,0,0,2,2,1,0,0,0,1,2,0,0,1,0,0,0,0,2
FOODS_2_359_TX_2_validation,0,3,0,0,3,0,1,1,1,0,0,0,1,1,1,3,0,0,0,1,1,2,1,0,0,0,0,0
FOODS_2_359_TX_3_validation,0,1,0,0,3,0,0,1,3,2,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
FOODS_2_359_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_359_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_359_WI_3_validation,3,3,2,2,1,3,1,4,4,1,4,1,4,0,5,1,1,0,2,3,0,2,0,0,0,0,0,1
FOODS_2_360_CA_1_validation,30,45,14,52,27,29,24,49,27,61,38,24,36,10,21,33,18,31,37,27,26,31,38,38,18,18,35,25
FOODS_2_360_CA_2_validation,3,18,6,19,2,0,0,9,11,18,27,7,9,27,20,21,19,0,0,0,5,0,11,2,7,0,14,17
FOODS_2_360_CA_3_validation,13,33,13,25,25,38,44,16,32,41,17,20,45,26,31,35,17,23,14,11,9,17,27,25,18,4,23,29
FOODS_2_360_CA_4_validation,13,4,7,2,6,6,9,14,5,14,8,8,4,12,10,22,5,8,8,5,6,2,12,7,0,3,7,17
FOODS_2_360_TX_1_validation,33,8,13,28,14,25,24,20,7,6,6,24,4,25,19,23,5,28,7,4,4,15,7,11,4,3,5,1
FOODS_2_360_TX_2_validation,21,45,31,24,30,29,20,39,7,1,32,31,19,33,42,34,26,19,30,27,10,34,28,29,17,22,30,14
FOODS_2_360_TX_3_validation,55,54,30,73,26,66,44,17,0,0,44,26,26,27,38,37,34,33,33,31,17,67,40,17,51,15,25,10
FOODS_2_360_WI_1_validation,22,21,22,9,0,3,20,23,10,3,2,12,7,3,3,4,10,13,2,9,6,13,6,6,2,14,0,1
FOODS_2_360_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_360_WI_3_validation,26,22,18,3,14,46,13,45,28,22,23,33,17,46,53,34,36,47,69,9,28,24,21,22,30,28,21,7
FOODS_2_361_CA_1_validation,2,0,3,3,0,0,0,2,1,0,0,0,0,0,4,0,0,1,2,0,2,4,1,5,0,2,0,0
FOODS_2_361_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_361_CA_3_validation,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_361_CA_4_validation,0,0,0,4,0,0,0,6,2,3,1,1,0,3,1,1,0,1,0,1,3,4,1,2,1,1,2,3
FOODS_2_361_TX_1_validation,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_361_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
FOODS_2_361_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_361_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_361_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_361_WI_3_validation,0,1,1,1,1,1,2,0,0,0,1,0,2,3,0,0,2,1,1,0,2,2,0,0,0,0,0,0
FOODS_2_362_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_362_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_362_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_362_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_362_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_362_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_362_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_362_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_362_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_362_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_363_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_363_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_363_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_363_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_363_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_363_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_363_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_363_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_363_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_363_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_364_CA_1_validation,3,4,0,1,1,0,6,3,0,1,1,1,0,0,5,0,3,6,4,3,3,4,4,6,2,0,3,1
FOODS_2_364_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_364_CA_3_validation,3,0,1,1,1,1,0,2,3,1,6,1,0,1,1,2,3,0,0,2,1,0,1,0,0,0,0,0
FOODS_2_364_CA_4_validation,1,0,0,1,1,1,0,3,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4
FOODS_2_364_TX_1_validation,4,1,1,4,6,10,1,5,6,14,5,7,9,14,8,10,2,2,3,6,5,10,3,5,1,3,5,3
FOODS_2_364_TX_2_validation,0,1,0,0,2,4,0,3,4,0,1,2,0,5,0,0,2,3,5,1,1,0,3,1,1,1,2,3
FOODS_2_364_TX_3_validation,1,1,1,2,2,8,5,4,3,5,0,0,3,1,4,4,3,2,0,0,0,4,3,2,0,2,0,2
FOODS_2_364_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_364_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_364_WI_3_validation,28,34,38,59,45,38,46,16,45,59,21,4,59,50,75,18,27,33,15,27,20,17,14,11,4,7,13,11
FOODS_2_365_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_365_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_365_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_365_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_365_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_365_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_365_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_365_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_365_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_365_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_366_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_366_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_366_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_366_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_366_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_366_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_366_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_366_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_366_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_366_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_367_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_367_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_367_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_367_CA_4_validation,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,2,0,3
FOODS_2_367_TX_1_validation,2,0,0,2,1,1,0,1,1,0,0,1,1,1,1,2,1,1,0,0,0,1,1,3,0,0,0,0
FOODS_2_367_TX_2_validation,0,0,1,1,0,2,0,1,2,0,0,0,4,1,3,0,0,0,1,1,1,1,1,0,0,1,0,0
FOODS_2_367_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_367_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_367_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_367_WI_3_validation,0,4,1,0,0,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0
FOODS_2_368_CA_1_validation,7,13,3,4,3,3,5,15,18,6,6,3,2,0,2,4,2,2,2,2,5,2,5,0,0,0,0,0
FOODS_2_368_CA_2_validation,8,11,5,5,2,0,0,0,0,0,0,0,2,7,10,7,3,1,6,0,1,1,1,0,0,0,0,0
FOODS_2_368_CA_3_validation,13,11,11,10,15,20,22,22,35,20,5,5,3,3,8,10,5,0,2,0,0,7,6,6,4,3,4,10
FOODS_2_368_CA_4_validation,1,1,3,5,3,4,15,7,1,2,2,2,0,1,2,4,3,2,1,0,2,0,4,3,1,0,1,1
FOODS_2_368_TX_1_validation,20,15,11,21,17,36,11,43,47,21,14,26,12,19,1,1,0,0,0,8,21,21,17,9,3,6,8,5
FOODS_2_368_TX_2_validation,14,14,9,14,7,27,7,18,54,9,10,10,14,15,10,21,21,9,0,5,9,0,3,5,5,5,9,2
FOODS_2_368_TX_3_validation,8,13,14,16,8,7,3,5,0,15,8,12,1,16,16,4,1,9,1,8,4,9,6,2,3,4,4,4
FOODS_2_368_WI_1_validation,6,2,1,0,0,1,7,4,4,0,0,0,0,0,0,3,2,1,0,0,1,0,0,0,2,0,0,0
FOODS_2_368_WI_2_validation,11,8,24,22,14,17,16,8,52,24,18,18,16,21,19,28,2,32,17,13,14,9,10,14,8,6,14,9
FOODS_2_368_WI_3_validation,8,16,12,16,9,15,19,13,59,9,1,17,8,14,3,26,2,6,1,0,1,7,8,5,1,6,3,0
FOODS_2_369_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_369_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_369_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_369_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_369_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_369_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_369_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_369_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_369_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_369_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_370_CA_1_validation,3,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_370_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_370_CA_3_validation,3,2,2,5,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_370_CA_4_validation,1,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_370_TX_1_validation,0,1,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_370_TX_2_validation,2,1,2,2,2,4,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_370_TX_3_validation,0,0,0,0,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_370_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_370_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_370_WI_3_validation,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_371_CA_1_validation,7,14,5,7,1,8,6,23,12,7,10,7,8,8,10,11,8,5,7,7,6,12,13,8,9,4,6,3
