,Unnamed: 0,id,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28
9412,9412,HOBBIES_1_273_CA_4_validation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9413,9413,HOBBIES_1_274_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9414,9414,HOBBIES_1_275_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9415,9415,HOBBIES_1_276_CA_4_validation,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1
9416,9416,HOBBIES_1_277_CA_4_validation,1,1,4,3,8,3,1,5,12,1,1,0,1,2,0,1,1,2,3,3,3,1,7,4,4,4,0,4
9417,9417,HOBBIES_1_278_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9418,9418,HOBBIES_1_279_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9419,9419,HOBBIES_1_280_CA_4_validation,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
9420,9420,HOBBIES_1_281_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9421,9421,HOBBIES_1_282_CA_4_validation,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9422,9422,HOBBIES_1_283_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9423,9423,HOBBIES_1_284_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9424,9424,HOBBIES_1_285_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9425,9425,HOBBIES_1_286_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9426,9426,HOBBIES_1_287_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9427,9427,HOBBIES_1_288_CA_4_validation,1,7,3,3,6,6,10,2,0,8,4,1,4,5,0,0,0,11,6,0,7,2,3,0,7,7,6,3
9428,9428,HOBBIES_1_289_CA_4_validation,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
9429,9429,HOBBIES_1_290_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9430,9430,HOBBIES_1_292_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9431,9431,HOBBIES_1_293_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9432,9432,HOBBIES_1_294_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9433,9433,HOBBIES_1_295_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9434,9434,HOBBIES_1_296_CA_4_validation,0,3,0,0,1,0,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
9435,9435,HOBBIES_1_297_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9436,9436,HOBBIES_1_298_CA_4_validation,2,1,0,3,2,2,0,2,2,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,3,3,2,1
9437,9437,HOBBIES_1_299_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9438,9438,HOBBIES_1_300_CA_4_validation,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0
9439,9439,HOBBIES_1_301_CA_4_validation,3,3,2,0,0,2,2,0,2,0,0,1,1,3,5,2,0,0,3,3,2,4,5,0,0,0,0,1
9440,9440,HOBBIES_1_302_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9441,9441,HOBBIES_1_303_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9442,9442,HOBBIES_1_304_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9443,9443,HOBBIES_1_305_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9444,9444,HOBBIES_1_306_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9445,9445,HOBBIES_1_307_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9446,9446,HOBBIES_1_308_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9447,9447,HOBBIES_1_309_CA_4_validation,0,1,0,0,0,0,0,3,0,1,0,1,3,1,0,0,0,0,0,0,3,1,2,0,0,2,0,0
9448,9448,HOBBIES_1_310_CA_4_validation,3,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,3,0,2,2,0,2,0,0,0,0,2
9449,9449,HOBBIES_1_311_CA_4_validation,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
9450,9450,HOBBIES_1_312_CA_4_validation,0,12,4,4,2,2,0,9,11,10,6,6,39,6,3,0,0,12,12,0,5,4,5,5,0,5,2,7
9451,9451,HOBBIES_1_313_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9452,9452,HOBBIES_1_314_CA_4_validation,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9453,9453,HOBBIES_1_315_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9454,9454,HOBBIES_1_316_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9455,9455,HOBBIES_1_317_CA_4_validation,3,0,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,4,1,0,1,0,0,0,1,1,1,0
9456,9456,HOBBIES_1_318_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9457,9457,HOBBIES_1_319_CA_4_validation,16,1,5,2,6,0,4,7,2,2,3,0,6,0,9,1,10,6,6,10,12,4,2,6,1,5,2,0
9458,9458,HOBBIES_1_320_CA_4_validation,1,0,1,1,1,3,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
9459,9459,HOBBIES_1_321_CA_4_validation,0,2,1,0,1,0,0,0,0,0,3,0,1,1,1,0,0,1,0,2,0,0,1,1,0,1,0,0
9460,9460,HOBBIES_1_322_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9461,9461,HOBBIES_1_323_CA_4_validation,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,3,0,1,1,0,0,1,1,0,0,0,1
9462,9462,HOBBIES_1_324_CA_4_validation,2,1,2,0,1,3,1,0,1,3,0,0,2,1,0,0,0,1,3,1,2,3,0,1,1,2,1,3
9463,9463,HOBBIES_1_325_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9464,9464,HOBBIES_1_326_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9465,9465,HOBBIES_1_327_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9466,9466,HOBBIES_1_328_CA_4_validation,0,2,0,3,0,3,0,0,2,1,1,3,1,1,0,1,0,2,0,1,0,1,0,0,1,0,0,0
9467,9467,HOBBIES_1_329_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9468,9468,HOBBIES_1_330_CA_4_validation,0,0,0,6,2,3,2,4,2,1,1,0,1,4,0,1,1,1,3,1,1,3,4,1,0,1,1,1
9469,9469,HOBBIES_1_331_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9470,9470,HOBBIES_1_332_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9471,9471,HOBBIES_1_333_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9472,9472,HOBBIES_1_334_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9473,9473,HOBBIES_1_335_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9474,9474,HOBBIES_1_336_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9475,9475,HOBBIES_1_337_CA_4_validation,1,1,12,5,1,2,4,3,1,0,1,1,1,0,3,4,2,0,5,3,4,2,4,3,2,2,0,4
9476,9476,HOBBIES_1_338_CA_4_validation,2,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,2,3
9477,9477,HOBBIES_1_339_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9478,9478,HOBBIES_1_340_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9479,9479,HOBBIES_1_341_CA_4_validation,4,18,8,14,11,11,7,13,4,18,9,10,14,1,0,0,0,0,15,7,15,7,8,6,1,29,8,7
9480,9480,HOBBIES_1_342_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9481,9481,HOBBIES_1_343_CA_4_validation,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
9482,9482,HOBBIES_1_344_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9483,9483,HOBBIES_1_345_CA_4_validation,0,0,0,2,3,1,2,1,5,0,0,0,0,2,2,2,0,0,2,1,3,2,4,1,1,0,1,3
9484,9484,HOBBIES_1_346_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9485,9485,HOBBIES_1_347_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9486,9486,HOBBIES_1_348_CA_4_validation,1,4,12,12,12,9,4,10,9,5,1,24,3,0,1,26,3,26,0,0,0,3,6,9,1,52,4,8
9487,9487,HOBBIES_1_349_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9488,9488,HOBBIES_1_350_CA_4_validation,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,2,1,0,0,1,1,0,2,2,0,0,0,1
9489,9489,HOBBIES_1_351_CA_4_validation,1,0,3,2,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,4,3,1
9490,9490,HOBBIES_1_352_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9491,9491,HOBBIES_1_353_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9492,9492,HOBBIES_1_354_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9493,9493,HOBBIES_1_355_CA_4_validation,0,2,1,3,0,1,1,1,0,1,2,0,1,0,0,2,1,1,0,1,2,1,2,0,0,0,0,0
9494,9494,HOBBIES_1_356_CA_4_validation,0,3,0,0,0,0,1,2,0,0,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0
9495,9495,HOBBIES_1_357_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9496,9496,HOBBIES_1_358_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9497,9497,HOBBIES_1_359_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9498,9498,HOBBIES_1_360_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,9499,HOBBIES_1_361_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9500,9500,HOBBIES_1_362_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9501,9501,HOBBIES_1_363_CA_4_validation,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9502,9502,HOBBIES_1_364_CA_4_validation,2,0,0,0,0,0,0,0,1,0,1,1,3,1,2,1,1,1,3,0,0,2,0,1,4,1,1,0
9503,9503,HOBBIES_1_365_CA_4_validation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9504,9504,HOBBIES_1_366_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9505,9505,HOBBIES_1_367_CA_4_validation,2,0,1,0,0,0,1,2,0,2,1,0,1,0,1,1,0,0,0,6,1,1,0,0,0,0,2,3
9506,9506,HOBBIES_1_368_CA_4_validation,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9507,9507,HOBBIES_1_369_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9508,9508,HOBBIES_1_370_CA_4_validation,9,13,2,8,31,7,11,9,7,2,9,7,5,0,9,5,26,27,0,0,0,19,12,7,11,33,5,3
9509,9509,HOBBIES_1_371_CA_4_validation,2,11,33,7,9,8,11,12,9,10,0,1,31,1,0,0,0,0,11,18,7,7,9,5,2,32,16,10
9510,9510,HOBBIES_1_372_CA_4_validation,1,0,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,4,0,2,1,0
9511,9511,HOBBIES_1_373_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9512,9512,HOBBIES_1_374_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9513,9513,HOBBIES_1_375_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9514,9514,HOBBIES_1_376_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9515,9515,HOBBIES_1_377_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9516,9516,HOBBIES_1_378_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9517,9517,HOBBIES_1_379_CA_4_validation,1,4,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,5,0,0,2
9518,9518,HOBBIES_1_380_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9519,9519,HOBBIES_1_381_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9520,9520,HOBBIES_1_382_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9521,9521,HOBBIES_1_383_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9522,9522,HOBBIES_1_384_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9523,9523,HOBBIES_1_385_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9524,9524,HOBBIES_1_386_CA_4_validation,0,0,0,0,1,0,1,1,1,4,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,1,1
9525,9525,HOBBIES_1_387_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9526,9526,HOBBIES_1_388_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9527,9527,HOBBIES_1_389_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9528,9528,HOBBIES_1_390_CA_4_validation,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9529,9529,HOBBIES_1_391_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9530,9530,HOBBIES_1_392_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9531,9531,HOBBIES_1_393_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9532,9532,HOBBIES_1_394_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9533,9533,HOBBIES_1_395_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9534,9534,HOBBIES_1_396_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9535,9535,HOBBIES_1_397_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9536,9536,HOBBIES_1_398_CA_4_validation,0,10,0,7,1,2,12,14,4,8,1,11,6,9,5,1,0,8,10,0,23,1,0,5,0,0,1,11
9537,9537,HOBBIES_1_399_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9538,9538,HOBBIES_1_400_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9539,9539,HOBBIES_1_401_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9540,9540,HOBBIES_1_402_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9541,9541,HOBBIES_1_403_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9542,9542,HOBBIES_1_404_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9543,9543,HOBBIES_1_405_CA_4_validation,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
9544,9544,HOBBIES_1_406_CA_4_validation,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
9545,9545,HOBBIES_1_407_CA_4_validation,0,1,0,1,2,3,0,2,1,1,1,2,1,1,1,2,1,3,0,0,1,0,2,1,2,0,1,0
9546,9546,HOBBIES_1_408_CA_4_validation,0,2,2,7,7,7,0,11,0,5,4,0,0,2,7,10,0,1,12,0,17,0,0,0,2,0,0,2
9547,9547,HOBBIES_1_409_CA_4_validation,2,2,0,1,1,0,5,0,0,0,0,1,3,2,2,2,0,3,2,1,2,3,2,1,3,2,1,3
9548,9548,HOBBIES_1_410_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9549,9549,HOBBIES_1_411_CA_4_validation,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0
9550,9550,HOBBIES_1_412_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9551,9551,HOBBIES_1_413_CA_4_validation,4,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,2,0
9552,9552,HOBBIES_1_414_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
9553,9553,HOBBIES_1_415_CA_4_validation,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,1,0,0,0
9554,9554,HOBBIES_1_416_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9555,9555,HOBBIES_1_417_CA_4_validation,4,8,2,3,12,0,3,10,8,12,10,0,2,13,2,3,13,8,11,0,4,10,0,0,6,29,4,1
9556,9556,HOBBIES_1_418_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9557,9557,HOBBIES_1_419_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9558,9558,HOBBIES_1_420_CA_4_validation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9559,9559,HOBBIES_1_421_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9560,9560,HOBBIES_1_422_CA_4_validation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9561,9561,HOBBIES_1_423_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9562,9562,HOBBIES_1_424_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9563,9563,HOBBIES_2_001_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9564,9564,HOBBIES_2_002_CA_4_validation,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9565,9565,HOBBIES_2_003_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9566,9566,HOBBIES_2_004_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9567,9567,HOBBIES_2_005_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9568,9568,HOBBIES_2_006_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9569,9569,HOBBIES_2_007_CA_4_validation,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
9570,9570,HOBBIES_2_008_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9571,9571,HOBBIES_2_009_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9572,9572,HOBBIES_2_010_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9573,9573,HOBBIES_2_011_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
9574,9574,HOBBIES_2_012_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9575,9575,HOBBIES_2_013_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9576,9576,HOBBIES_2_014_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9577,9577,HOBBIES_2_015_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9578,9578,HOBBIES_2_016_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9579,9579,HOBBIES_2_017_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9580,9580,HOBBIES_2_018_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9581,9581,HOBBIES_2_019_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9582,9582,HOBBIES_2_020_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
